294|11|0|1511776800|1511776800|5|4|11|11|
2495|97|95|1511776800|1511776800|5|5|97|97|
662|24|8|1511776800|1511776800|5|3|24|24|
20962|478|103|1511776800|1511776800|5|3|478|478|
473|133|83|1511776800|1511776800|5|6|133|133|
913|81|60|1511776800|1511776800|5|2|81|81|
2233|139|75|1511776800|1511776800|5|1|139|139|
7659|335|34|1511776800|1511776800|5|4|335|335|
134692|5068|5039|1511776800|1511776800|5|5|5068|5068|
