279|52|36|1511776800|1511776800|3|8|52|52
9|2|0|1511776800|1511776800|3|7|2|2
15|7|6|1511776800|1511776800|3|8|7|7
147|70|55|1511776800|1511780700|3|8|70|70
31|8|1|1511776800|1511776800|3|7|8|8
2|1|1|1511776800|1511776800|3|8|1|1
51|11|2|1511776800|1511776800|3|7|11|11
207|69|53|1511776800|1511776800|3|8|69|69
