4002|149|0|1511776800|1511776800|4|13|149|149
204|60|45|1511776800|1511776800|4|12|60|60
4031|151|0|1511776800|1511780100|4|13|151|151
322|67|51|1511776800|1511776800|4|12|67|67
10|3|2|1511776800|1511776800|4|12|3|3
697|75|61|1511776800|1511776800|4|12|75|75
4025|150|0|1511776800|1511776800|4|13|150|150
4|2|1|1511776800|1511776800|4|12|2|2
187|72|57|1511776800|1511776800|4|12|72|72
4089|153|2|1511776800|1511776800|4|13|153|153
